log_id,enrollment_id,week_number,videos_watched,quizzes_taken,quiz_avg_score,forum_posts,hours_spent
5872,917,8,3,4,89.8,3,8.8
5873,918,1,5,4,102.8,0,7.4
5874,918,2,3,4,96.9,3,6.7
5875,918,3,2,4,75.3,1,6.5
5876,918,4,4,3,77.3,0,8.1
5877,918,5,2,2,98.0,0,7.5
5878,918,6,2,0,,0,6.6
5879,918,7,0,3,79.8,2,6.0
5880,918,8,5,4,85.2,0,8.2
5881,918,9,3,4,90.4,2,6.7
5882,918,10,2,2,97.4,3,3.7
5883,918,11,3,3,94.7,3,6.6
5884,918,12,3,1,79.8,0,5.1
5885,918,13,6,1,86.4,4,6.1
5886,918,14,6,0,,2,4.3
5887,919,1,5,0,,4,5.1
5888,919,2,5,4,102.2,0,7.8
5889,919,3,2,4,83.2,2,5.2
5890,919,4,5,3,78.1,4,3.5
5891,920,1,2,3,91.3,0,5.5
5892,920,2,6,3,94.3,0,5.1
5893,920,3,5,3,87.8,1,3.8
5894,920,4,2,2,74.8,4,3.2
5895,920,5,0,2,97.7,3,7.5
5896,920,6,6,0,,3,5.7
5897,920,7,4,3,84.5,2,4.1
5898,921,1,6,0,,4,7.1
5899,921,2,2,2,97.1,0,8.2
5900,921,3,0,3,59.8,4,5.7
5901,921,4,4,3,103.7,1,7.9
5902,921,5,6,4,70.5,3,9.1
5903,921,6,4,1,80.3,2,8.6
5904,921,7,0,0,,3,3.9
5905,921,8,3,2,78.3,1,5.4
5906,921,9,6,4,90.3,0,6.5
5907,922,1,4,0,,2,5.9
5908,922,2,0,2,71.4,3,8.3
5909,922,3,4,4,91.1,0,7.2
5910,922,4,2,2,99.3,0,6.2
5911,922,5,6,0,,2,6.0
5912,922,6,5,0,,0,8.0
5913,922,7,2,3,82.3,2,5.6
5914,922,8,4,4,96.5,0,4.8
5915,923,1,4,2,94.0,0,5.2
5916,923,2,0,0,,1,7.7
5917,923,3,2,1,89.9,3,6.8
5918,923,4,4,4,73.3,2,6.6
5919,923,5,0,2,110.6,4,10.0
5920,923,6,5,0,,4,5.4
5921,923,7,0,2,86.8,0,6.4
5922,923,8,0,0,,3,5.2
5923,924,1,1,0,,0,0.0
5924,925,1,2,3,95.8,3,9.5
5925,925,2,0,1,84.2,0,9.5
5926,925,3,1,3,95.4,4,9.7
5927,925,4,0,1,82.4,0,4.0
5928,925,5,4,1,97.8,2,4.8
5929,925,6,6,1,83.8,3,6.6
5930,925,7,2,1,97.4,2,6.9
5931,925,8,5,4,98.0,3,5.7
5932,925,9,4,0,,2,8.5
5933,925,10,2,0,,2,6.5
5934,926,1,4,4,97.1,1,8.1
5935,926,2,0,1,97.9,2,9.2
5936,926,3,5,1,92.7,3,6.2
5937,926,4,6,2,90.1,1,6.4
5938,926,5,3,3,77.6,3,3.8
5939,926,6,6,3,88.9,1,3.5
5940,926,7,3,2,100.5,3,5.7
5941,926,8,3,1,76.4,3,4.1
5942,926,9,3,1,89.8,4,8.4
5943,926,10,4,1,94.5,1,7.4
5944,927,1,6,3,89.4,1,4.0
5945,927,2,5,1,97.0,4,5.6
5946,927,3,3,4,87.0,4,5.7
5947,927,4,6,3,91.1,4,5.0
5948,927,5,1,3,79.0,4,9.1
5949,927,6,1,2,94.7,1,4.5
5950,927,7,2,4,87.8,0,2.9
5951,927,8,5,3,98.1,4,7.9
5952,928,1,4,4,106.0,2,7.2
5953,928,2,4,3,84.9,4,1.7
5954,928,3,6,2,79.3,4,6.0
5955,928,4,6,2,97.7,4,3.8
5956,928,5,5,1,100.7,3,6.9
5957,928,6,0,4,91.7,0,4.1
5958,928,7,5,3,94.9,2,10.2
5959,928,8,4,4,97.8,3,4.9
5960,929,1,6,2,114.1,1,5.0
5961,929,2,5,4,92.0,4,4.4
5962,929,3,0,2,90.2,2,1.1
5963,929,4,0,1,92.1,3,6.2
5964,929,5,6,1,93.8,0,7.6
5965,929,6,3,1,77.5,2,3.3
5966,929,7,5,2,91.7,1,6.3
5967,929,8,4,1,94.6,3,6.5
5968,929,9,2,4,107.9,3,5.1
5969,929,10,4,2,92.9,0,7.9
5970,930,1,2,3,78.7,2,4.8
5971,930,2,2,2,83.6,1,5.8
5972,930,3,3,3,102.8,3,6.6
5973,930,4,4,0,,3,7.1
5974,930,5,1,1,100.4,4,5.8
5975,930,6,2,0,,3,5.5
5976,930,7,6,2,86.1,0,6.2
5977,930,8,5,1,95.9,4,3.9
5978,930,9,1,1,96.8,4,6.9
5979,930,10,4,4,95.1,4,5.1
5980,930,11,5,2,93.7,3,4.1
5981,930,12,1,4,76.8,3,10.5
5982,931,1,5,0,,2,5.3
5983,931,2,6,4,93.0,1,7.0
5984,931,3,5,2,100.1,0,6.1
5985,931,4,5,0,,1,6.9
5986,931,5,2,3,80.7,0,4.2
5987,931,6,2,4,84.5,0,2.4
5988,931,7,0,0,,4,4.4
5989,931,8,0,3,75.2,4,8.4
5990,931,9,6,2,81.3,1,10.5
5991,931,10,0,0,,0,3.6
5992,932,1,4,4,102.7,3,4.6
5993,932,2,0,3,72.8,1,7.1
5994,932,3,3,2,98.6,3,5.1
5995,932,4,5,3,88.0,0,3.9
5996,932,5,3,0,,0,3.8
5997,932,6,6,3,102.4,2,7.6
5998,932,7,0,1,74.7,3,9.8
5999,932,8,2,1,96.6,3,7.8
6000,932,9,6,2,90.6,2,9.8
6001,932,10,6,3,78.2,2,9.8
6002,932,11,0,2,98.1,3,5.7
6003,933,1,5,0,,2,6.9
6004,933,2,6,4,86.0,1,6.1
6005,933,3,6,0,,3,5.4
6006,933,4,2,1,104.5,1,6.4
6007,933,5,4,3,82.2,2,6.4
6008,934,1,0,2,93.8,1,4.7
6009,934,2,1,2,61.3,2,2.2
6010,934,3,2,3,84.2,2,8.0
6011,934,4,4,1,68.0,2,3.3
6012,934,5,0,3,52.1,2,6.0
6013,934,6,0,0,,0,3.0
6014,934,7,2,2,66.3,0,3.8
6015,934,8,4,1,68.5,0,3.6
6016,935,1,0,0,,0,1.2
6017,936,1,3,2,81.6,0,2.3
6018,936,2,1,2,64.1,1,7.4
6019,936,3,5,3,86.1,0,5.6
6020,936,4,6,1,89.8,0,7.4
6021,936,5,2,4,87.3,2,6.3
6022,936,6,4,2,113.2,2,3.6
6023,936,7,1,0,,1,3.8
6024,936,8,4,1,94.1,0,6.4
6025,936,9,1,3,87.9,4,7.1
6026,937,1,3,0,,4,4.0
6027,937,2,0,3,100.4,1,5.0
6028,937,3,3,3,94.6,1,8.9
6029,937,4,6,1,83.4,1,4.0
6030,937,5,0,3,94.8,4,4.5
6031,937,6,3,0,,3,5.8
6032,937,7,4,4,106.5,1,6.0
6033,938,1,1,1,22.3,0,2.2
6034,939,1,3,0,,1,8.0
6035,939,2,2,2,66.7,0,9.1
6036,939,3,3,2,69.3,2,3.5
6037,940,1,1,0,,0,7.9
6038,940,2,6,0,,0,7.2
6039,940,3,2,4,100.8,4,3.7
6040,940,4,4,3,104.4,0,6.2
6041,940,5,5,1,80.8,2,6.6
6042,940,6,0,3,111.1,1,8.6
6043,940,7,2,1,98.8,3,7.0
6044,940,8,4,1,81.5,1,5.7
6045,940,9,4,1,78.9,3,5.1
6046,940,10,3,1,108.7,1,4.1
6047,941,1,6,2,94.2,2,5.1
6048,941,2,6,0,,4,4.7
6049,941,3,5,4,84.4,4,7.1
6050,941,4,6,3,93.5,1,7.4
6051,941,5,4,2,103.1,1,6.1
6052,942,1,0,4,67.2,3,0.0
6053,942,2,3,2,100.0,4,7.3
6054,942,3,5,2,95.0,3,2.0
6055,942,4,4,3,99.4,3,5.6
6056,942,5,6,0,,0,3.0
6057,942,6,5,2,97.5,2,6.5
6058,942,7,0,0,,0,8.0
6059,942,8,2,2,89.2,3,4.8
6060,942,9,2,3,95.9,3,4.6
6061,942,10,1,1,98.4,4,4.6
6062,942,11,2,0,,0,4.2
6063,943,1,1,0,,1,1.0
6064,943,2,1,0,,1,3.0
6065,943,3,0,1,56.5,0,2.9
6066,943,4,0,0,,1,0.0
6067,944,1,4,0,,1,2.3
6068,944,2,0,2,98.2,4,6.9
6069,944,3,3,4,91.8,3,4.0
6070,944,4,1,0,,4,6.7
6071,944,5,4,2,87.8,4,6.3
6072,944,6,3,0,,4,3.3
6073,944,7,6,0,,1,6.7
6074,944,8,1,4,97.8,0,4.2
6075,944,9,4,3,81.7,3,5.6
6076,945,1,0,2,47.8,0,6.9
6077,945,2,2,2,25.8,1,4.4
6078,945,3,1,1,37.9,0,1.8
6079,945,4,0,0,,1,1.7
6080,946,1,0,0,,0,5.4
6081,946,2,1,1,32.1,0,0.9
6082,946,3,1,1,29.1,0,0.0
6083,947,1,0,4,94.4,0,6.4
6084,947,2,5,1,80.3,0,7.8
6085,947,3,0,2,101.0,2,4.5
6086,947,4,3,2,88.5,2,7.5
6087,947,5,5,4,94.2,1,6.4
6088,947,6,4,2,99.8,4,4.7
6089,947,7,0,0,,4,7.2
6090,947,8,6,4,89.2,4,8.6
6091,948,1,0,1,64.8,1,1.9
6092,948,2,2,0,,0,0.0
6093,948,3,3,1,79.5,1,5.1
6094,949,1,6,3,97.7,4,7.0
6095,949,2,4,3,92.5,2,7.0
6096,949,3,4,2,82.5,2,4.3
6097,949,4,5,0,,4,5.3
6098,949,5,2,4,115.7,1,6.8
6099,949,6,4,4,98.6,0,6.9
6100,950,1,1,1,77.8,2,3.8
6101,950,2,2,1,87.4,1,4.6
6102,950,3,0,1,89.1,0,6.0
6103,950,4,2,2,76.6,0,6.4
6104,950,5,5,2,93.2,4,5.3
6105,950,6,4,2,108.0,1,5.6
6106,950,7,1,1,88.4,1,6.1
6107,950,8,4,3,90.5,1,8.2
6108,950,9,6,2,106.6,1,10.5
6109,950,10,1,2,91.5,0,9.1
6110,950,11,5,1,73.8,3,4.5
6111,950,12,6,4,96.7,3,4.8
6112,950,13,1,4,96.6,1,6.1
6113,950,14,2,0,,0,4.6
6114,951,1,4,1,68.7,2,7.0
6115,951,2,3,2,65.2,2,5.2
6116,951,3,3,0,,1,4.9
6117,951,4,2,2,58.3,1,3.7
6118,951,5,4,0,,1,2.1
6119,952,1,0,0,,2,6.3
6120,952,2,3,0,,1,7.0
6121,952,3,6,2,92.0,2,2.3
6122,952,4,3,3,105.0,4,4.5
6123,953,1,2,0,,0,1.9
6124,953,2,2,1,45.2,1,0.9
6125,953,3,0,1,44.9,1,0.7
6126,953,4,1,0,,0,0.0
6127,954,1,4,4,86.2,1,4.2
6128,954,2,4,0,,3,8.7
6129,954,3,3,0,,3,7.4
6130,954,4,4,4,92.0,4,4.7
6131,954,5,2,2,111.9,4,8.2
6132,954,6,1,4,87.4,0,3.3
6133,954,7,3,1,101.9,3,5.6
6134,954,8,0,2,86.0,2,3.8
6135,954,9,5,3,91.3,0,5.1
6136,955,1,2,0,,3,4.8
6137,955,2,1,2,79.4,1,3.0
6138,955,3,4,0,,3,4.7
6139,955,4,0,0,,0,5.6
6140,955,5,0,2,81.4,1,6.6
6141,955,6,3,0,,1,4.7
6142,956,1,1,0,,0,3.1
6143,956,2,2,0,,0,2.2
6144,956,3,1,0,,1,2.8
6145,957,1,3,2,65.4,1,5.8
6146,957,2,0,0,,1,7.0
6147,957,3,5,3,76.4,2,4.1
6148,957,4,1,1,83.1,0,6.7
6149,957,5,0,3,87.1,0,4.1
6150,957,6,1,3,93.1,2,2.7
6151,957,7,0,2,76.5,1,6.6
6152,958,1,6,0,,3,5.8
6153,958,2,4,1,90.2,3,5.3
6154,958,3,6,1,97.0,0,8.1
6155,958,4,0,1,77.0,1,1.8
6156,958,5,0,4,82.6,0,3.9
6157,958,6,6,4,88.5,2,6.7
6158,958,7,3,4,74.8,1,8.6
6159,958,8,6,3,100.9,1,6.5
6160,959,1,2,0,,0,4.0
6161,959,2,2,4,86.7,3,10.7
6162,959,3,1,0,,2,4.2
6163,959,4,2,0,,1,2.9
6164,959,5,1,1,99.9,1,6.4
6165,959,6,0,4,99.5,1,2.8
6166,959,7,2,0,,3,5.0
6167,959,8,1,2,103.3,4,4.6
6168,959,9,2,1,82.3,1,4.7
6169,959,10,3,1,87.2,4,7.8
6170,960,1,5,2,90.2,3,3.1
6171,960,2,2,3,88.2,2,9.8
6172,960,3,0,1,90.6,4,5.9
6173,960,4,2,2,104.2,4,5.3
6174,960,5,2,3,74.3,2,5.6
6175,960,6,4,0,,4,5.5
6176,960,7,0,1,90.2,3,6.1
6177,960,8,2,0,,4,1.4
6178,960,9,0,3,86.8,0,6.5
6179,960,10,3,2,85.9,0,4.2
6180,961,1,2,2,43.5,1,1.3
6181,961,2,0,0,,0,4.2
6182,961,3,2,1,42.8,0,5.9
6183,961,4,1,2,35.8,1,3.3
6184,961,5,1,0,,1,5.3
6185,962,1,0,0,,0,4.4
6186,962,2,1,2,39.5,0,2.1
6187,962,3,1,1,53.4,1,2.1
6188,962,4,2,0,,1,3.7
6189,963,1,5,2,100.5,3,9.7
6190,963,2,3,0,,3,7.0
6191,963,3,2,0,,3,8.0
6192,963,4,1,1,93.8,2,6.9
6193,963,5,1,0,,1,7.5
6194,963,6,2,0,,3,0.4
6195,963,7,4,0,,4,9.0
6196,963,8,2,2,100.4,2,5.0
6197,963,9,5,0,,0,1.8
6198,963,10,3,4,107.8,0,4.5
6199,963,11,4,1,100.2,4,7.0
6200,963,12,1,1,94.2,4,5.9
6201,964,1,1,1,37.0,0,1.5
6202,964,2,1,1,19.8,0,3.9
6203,964,3,1,1,13.9,0,2.7
6204,965,1,4,1,76.2,4,5.8
6205,965,2,4,2,90.5,2,6.1
6206,965,3,1,4,85.3,1,5.2
6207,965,4,0,1,98.1,1,8.8
6208,965,5,5,4,84.4,3,4.7
6209,965,6,4,0,,4,8.2
6210,965,7,6,4,99.0,4,6.4
6211,965,8,6,1,96.3,0,2.8
6212,965,9,6,2,99.0,3,11.0
6213,965,10,1,0,,4,6.1
6214,966,1,0,4,81.1,2,7.7
6215,966,2,6,2,88.9,2,7.5
6216,966,3,6,3,86.9,4,12.0
6217,966,4,2,1,78.9,4,4.0
6218,967,1,4,2,81.0,1,4.7
6219,967,2,4,3,94.4,1,7.9
6220,967,3,5,3,95.1,1,11.0
6221,967,4,3,0,,1,4.7
6222,967,5,0,4,77.3,0,5.1
6223,967,6,2,0,,2,7.8
6224,967,7,0,1,89.3,3,6.4
6225,967,8,3,4,85.8,4,4.8
6226,967,9,6,4,72.9,4,7.3
6227,967,10,0,3,99.1,0,6.4
6228,967,11,4,0,,3,6.3
6229,968,1,2,0,,1,5.8
6230,968,2,2,3,86.1,4,2.5
6231,968,3,1,3,93.4,2,6.7
6232,968,4,3,3,95.5,3,5.4
6233,968,5,1,2,78.9,1,6.6
6234,968,6,5,2,86.9,2,7.5
6235,968,7,2,3,97.5,1,4.4
6236,968,8,0,0,,3,4.2
6237,968,9,1,3,89.3,3,6.3
6238,969,1,4,2,94.8,3,0.0
6239,969,2,0,3,88.5,2,6.2
6240,969,3,4,0,,2,5.8
6241,969,4,0,4,88.9,1,5.5
6242,969,5,2,2,107.2,1,4.8
6243,969,6,4,4,92.1,3,3.9
6244,969,7,1,2,89.1,4,5.5
6245,969,8,3,1,90.9,1,3.9
6246,970,1,4,0,,2,4.5
6247,970,2,0,4,102.3,1,5.8
6248,970,3,0,3,94.8,2,4.5
6249,970,4,1,3,90.5,1,1.0
6250,970,5,4,0,,1,4.0
6251,970,6,1,3,77.6,1,2.6
6252,970,7,5,3,96.4,0,2.8
6253,970,8,4,0,,2,5.2
6254,970,9,4,1,95.6,2,5.1
6255,970,10,0,1,78.5,0,6.7
6256,971,1,4,4,98.2,0,6.8
6257,971,2,1,4,99.7,0,7.2
6258,971,3,1,4,82.5,4,5.9
6259,971,4,5,1,80.0,4,4.5
6260,971,5,1,0,,4,10.1
6261,971,6,6,1,73.8,3,4.5
6262,971,7,2,3,80.4,4,4.4
6263,971,8,1,3,100.9,4,4.9
6264,972,1,1,0,,3,5.5
6265,972,2,5,4,90.0,2,5.6
6266,972,3,0,2,91.8,0,7.5
6267,972,4,0,2,79.6,2,0.3
6268,972,5,6,1,101.9,0,7.3
6269,972,6,3,1,89.5,2,4.4
6270,973,1,0,1,32.6,1,3.1
6271,973,2,0,1,32.5,1,0.2
6272,973,3,2,0,,1,1.2
6273,974,1,0,0,,0,1.6
6274,974,2,1,0,,0,0.0
6275,975,1,2,0,,0,3.3
6276,975,2,1,1,21.9,0,1.4
6277,976,1,0,3,90.1,4,6.8
6278,976,2,4,4,98.0,4,9.8
6279,976,3,6,0,,0,3.7
6280,976,4,1,3,88.8,1,4.7
6281,976,5,4,2,109.0,4,6.1
6282,976,6,6,0,,2,6.3
6283,976,7,5,1,97.5,3,3.2
6284,976,8,0,4,78.1,3,4.3
6285,976,9,0,4,108.0,3,6.2
6286,977,1,4,2,74.1,1,5.6
6287,977,2,3,2,92.3,3,4.8
6288,977,3,2,4,96.6,3,6.3
6289,977,4,0,0,,3,7.1
6290,977,5,5,0,,2,2.8
6291,977,6,2,2,102.5,3,6.8
6292,977,7,6,2,105.4,0,7.9
6293,977,8,6,0,,3,6.6
6294,977,9,3,0,,3,8.6
6295,977,10,6,0,,2,3.5
6296,978,1,6,3,93.5,4,7.8
6297,978,2,2,2,88.6,2,5.7
6298,978,3,4,1,91.1,2,6.2
6299,978,4,0,2,83.8,1,6.2
6300,978,5,1,2,102.1,4,4.6
6301,978,6,4,3,66.3,3,5.6
6302,978,7,6,0,,4,3.5
6303,978,8,3,2,87.3,0,5.9
6304,979,1,4,0,,1,3.4
6305,979,2,1,1,89.3,2,3.4
6306,979,3,2,1,83.1,1,5.0
6307,979,4,0,1,76.5,2,9.1
6308,980,1,1,0,,3,3.0
6309,980,2,2,3,71.6,4,8.1
6310,980,3,0,2,88.3,0,6.6
6311,980,4,0,1,89.3,3,3.7
6312,980,5,3,3,91.0,4,4.3
6313,980,6,5,1,100.1,1,5.8
6314,980,7,6,4,84.8,3,3.8
6315,981,1,4,1,111.8,3,7.2
6316,981,2,4,2,80.8,0,6.2
6317,981,3,3,2,99.9,4,2.2
6318,981,4,4,4,87.5,3,5.8
6319,981,5,6,3,89.2,4,3.7
6320,981,6,0,2,95.9,0,4.6
6321,981,7,4,0,,4,5.6
6322,981,8,2,4,97.7,2,6.5
6323,981,9,2,3,88.0,3,8.2
6324,982,1,3,2,84.7,0,0.6
6325,982,2,6,4,97.6,1,2.4
6326,982,3,3,0,,1,3.0
6327,982,4,3,4,96.3,0,8.2
6328,983,1,4,4,93.7,1,7.4
6329,983,2,1,2,78.5,3,8.2
6330,983,3,4,3,87.8,2,6.5
6331,983,4,6,1,72.0,0,6.2
6332,983,5,3,0,,4,3.7
6333,983,6,3,1,76.5,4,7.8
6334,983,7,3,0,,3,8.9
6335,983,8,6,4,79.7,3,6.7
6336,983,9,1,0,,1,8.4
6337,984,1,2,1,45.1,1,2.6
6338,984,2,1,1,47.7,0,8.4
6339,984,3,2,2,50.3,0,2.2
6340,984,4,0,2,49.2,2,3.8
6341,985,1,0,4,91.0,1,6.3
6342,985,2,6,3,86.4,2,7.5
6343,985,3,3,4,80.7,0,6.9
6344,985,4,0,0,,4,6.7
6345,985,5,0,2,96.1,1,6.1
6346,985,6,2,0,,2,5.7
6347,985,7,5,3,82.9,1,8.7
6348,985,8,3,3,62.8,0,5.4
6349,985,9,5,1,71.8,4,6.5
6350,985,10,5,1,92.4,2,4.7
6351,985,11,3,4,87.8,0,7.1
6352,986,1,1,1,83.8,1,4.5
6353,986,2,1,2,83.0,2,4.4
6354,986,3,2,3,89.9,0,5.0
6355,986,4,1,4,84.7,3,11.5
6356,986,5,5,1,82.2,0,6.7
6357,986,6,0,4,105.7,4,4.8
6358,986,7,1,4,94.0,2,5.4
6359,986,8,5,1,103.2,2,1.0
6360,986,9,6,2,94.2,3,4.4
6361,986,10,1,4,84.9,0,4.2
6362,986,11,3,4,104.5,4,7.7
6363,986,12,2,3,95.4,1,2.3
6364,986,13,5,2,91.7,2,3.8
6365,986,14,4,0,,4,7.2
6366,987,1,2,0,,0,6.1
6367,987,2,3,0,,0,4.6
6368,987,3,2,2,42.2,0,4.4
6369,987,4,2,0,,0,3.8
6370,987,5,2,1,64.6,1,4.0
6371,987,6,2,1,72.7,0,0.6
6372,987,7,2,2,51.5,0,9.2
6373,988,1,0,0,,1,6.2
6374,988,2,6,1,75.8,1,6.0
6375,988,3,3,1,84.1,0,8.4
6376,988,4,6,2,80.6,2,9.0
6377,988,5,3,1,84.0,4,5.3
6378,988,6,3,2,101.1,3,4.7
6379,988,7,6,1,88.0,4,6.1
6380,988,8,2,1,103.2,0,9.0
6381,989,1,6,0,,4,3.6
6382,989,2,2,3,98.6,4,9.7
6383,989,3,1,4,83.7,0,6.4
6384,989,4,4,4,73.1,4,4.6
6385,989,5,6,4,85.6,0,9.2
6386,989,6,6,3,90.2,3,4.2
6387,989,7,1,2,85.8,3,4.2
6388,989,8,0,1,99.3,4,4.9
6389,989,9,6,4,78.5,2,6.8
6390,989,10,0,4,87.6,1,5.8
6391,990,1,6,2,96.7,3,5.3
6392,990,2,1,4,92.8,2,7.0
6393,990,3,6,2,101.4,0,6.2
6394,990,4,4,3,100.9,4,7.2
6395,990,5,5,0,,0,6.6
6396,990,6,1,3,91.4,3,8.3
6397,990,7,5,0,,3,4.5
6398,990,8,4,2,109.0,0,4.1
6399,991,1,5,1,88.7,0,5.5
6400,991,2,3,0,,4,5.4
6401,991,3,1,1,94.9,4,6.6
6402,991,4,0,0,,3,5.0
6403,992,1,1,2,77.9,2,8.2
6404,992,2,3,0,,0,3.4
6405,992,3,0,3,102.0,3,7.4
6406,992,4,3,4,88.1,4,6.9
6407,992,5,2,0,,4,5.2
6408,992,6,0,0,,0,2.5
6409,992,7,0,4,94.6,2,2.4
6410,992,8,6,4,93.3,0,5.6
6411,993,1,6,2,78.8,2,3.5
6412,993,2,6,3,115.0,0,3.7
6413,993,3,6,4,91.1,4,2.8
6414,993,4,6,1,88.8,4,1.2
6415,993,5,2,4,87.9,1,4.0
6416,993,6,1,0,,4,7.7
6417,993,7,1,1,90.2,2,6.3
6418,994,1,2,2,65.7,2,4.7
6419,994,2,1,1,66.7,0,4.7
6420,994,3,1,0,,0,4.6
6421,995,1,1,0,,0,0.0
6422,996,1,0,0,,0,4.9
6423,996,2,3,0,,2,3.0
6424,996,3,0,2,62.1,1,8.1
6425,996,4,1,1,59.3,0,4.8
6426,996,5,3,1,62.3,0,4.8
6427,996,6,0,0,,1,1.9
6428,996,7,0,1,47.5,1,3.3
6429,996,8,2,1,78.3,0,3.6
6430,997,1,3,3,71.6,3,5.1
6431,997,2,5,3,92.7,4,4.7
6432,997,3,2,0,,3,4.6
6433,997,4,1,1,83.0,1,4.2
6434,997,5,0,0,,2,3.3
6435,997,6,5,0,,4,4.3
6436,997,7,0,3,101.5,0,2.1
6437,997,8,0,4,116.5,4,9.0
6438,997,9,5,1,84.6,1,6.5
6439,997,10,3,3,104.3,1,4.6
6440,998,1,6,2,107.2,0,2.4
6441,998,2,5,4,104.1,0,3.7
6442,998,3,6,4,95.0,0,4.7
6443,998,4,3,3,103.9,0,4.1
6444,998,5,1,0,,4,3.0
6445,998,6,4,0,,2,8.7
6446,998,7,1,2,84.9,1,5.6
6447,998,8,3,1,102.8,2,5.3
6448,999,1,2,1,44.8,0,4.6
6449,999,2,0,1,30.8,1,2.3
6450,999,3,0,2,43.9,1,0.1
6451,999,4,0,1,40.6,0,0.6
6452,999,5,2,1,39.6,0,4.9
6453,1000,1,6,0,,4,6.2
6454,1000,2,3,2,87.9,3,11.9
6455,1000,3,2,1,93.1,3,5.1
6456,1000,4,6,4,75.5,0,8.1
6457,1000,5,3,4,95.0,0,8.0
6458,1000,6,3,0,,1,4.0
6459,1000,7,5,4,100.6,2,4.7
6460,1000,8,0,2,102.7,0,4.7
6461,1000,9,3,2,83.4,2,4.7
6462,1001,1,2,4,100.0,1,10.0
6463,1001,2,2,2,103.1,4,8.7
6464,1001,3,4,0,,3,8.1
6465,1001,4,2,1,79.4,2,7.6
6466,1001,5,6,2,96.6,2,3.0
6467,1001,6,0,0,,4,8.0
6468,1001,7,5,0,,0,5.1
6469,1002,1,5,0,,1,5.2
6470,1002,2,3,3,91.0,0,7.7
6471,1002,3,4,2,85.0,1,7.3
6472,1002,4,6,4,78.0,0,5.3
6473,1002,5,3,4,82.6,2,8.4
6474,1002,6,5,1,91.1,0,7.4
6475,1002,7,6,4,64.4,4,5.9
6476,1002,8,5,0,,3,4.8
6477,1003,1,1,2,68.3,0,5.4
6478,1003,2,3,1,59.9,1,5.0
6479,1003,3,0,2,72.4,0,2.4
6480,1003,4,0,2,72.5,2,3.8
6481,1003,5,1,0,,0,4.1
6482,1004,1,0,0,,0,0.0
6483,1005,1,0,1,21.4,0,5.3
6484,1006,1,2,0,,0,4.0
6485,1006,2,1,0,,1,0.0
6486,1007,1,4,3,69.7,2,3.6
6487,1007,2,2,0,,0,2.2
6488,1007,3,1,1,63.6,2,3.3
6489,1007,4,2,3,83.8,1,7.2
6490,1007,5,2,3,65.5,1,2.7
6491,1007,6,0,3,59.8,0,4.7
6492,1007,7,2,3,72.5,2,5.7
6493,1007,8,1,3,89.5,0,4.5
6494,1007,9,0,2,87.7,0,2.6
6495,1008,1,4,4,100.9,1,5.4
6496,1008,2,4,2,83.7,4,8.1
6497,1008,3,5,3,89.0,0,7.5
6498,1008,4,4,1,78.9,4,7.2
6499,1008,5,3,2,88.2,3,2.2
6500,1008,6,5,1,108.7,4,5.7
6501,1008,7,5,0,,2,5.6
6502,1008,8,4,3,90.5,2,9.4
6503,1008,9,5,2,70.5,3,5.5
6504,1008,10,4,1,95.1,2,3.9
6505,1009,1,0,1,28.1,0,0.0
6506,1010,1,6,3,112.4,3,7.5
6507,1010,2,5,3,105.3,4,3.7
6508,1010,3,3,3,87.6,0,7.9
6509,1010,4,5,4,92.5,4,8.1
6510,1010,5,4,0,,4,8.9
6511,1010,6,0,0,,3,8.0
6512,1010,7,1,2,84.6,0,4.7
6513,1010,8,4,0,,2,6.8
6514,1011,1,4,3,71.9,2,9.5
6515,1011,2,5,2,84.9,3,7.5
6516,1011,3,4,2,109.1,2,4.5
6517,1011,4,0,3,90.6,4,4.4
6518,1011,5,3,4,95.0,4,7.8
6519,1012,1,4,2,82.8,2,4.4
6520,1012,2,0,2,92.3,2,8.9
6521,1012,3,3,1,93.3,1,3.9
6522,1012,4,2,0,,0,6.2
6523,1012,5,4,0,,4,5.2
6524,1012,6,4,3,93.1,2,5.0
6525,1012,7,4,2,82.3,1,7.1
6526,1013,1,3,0,,0,4.1
6527,1013,2,4,0,,0,5.6
6528,1013,3,5,3,80.5,2,7.2
6529,1013,4,0,2,87.6,4,5.9
6530,1013,5,4,4,89.5,2,4.3
6531,1013,6,2,1,83.5,3,4.6
6532,1013,7,2,4,86.5,1,7.7
6533,1013,8,3,3,88.4,4,4.6
6534,1013,9,4,3,88.6,0,3.5
6535,1013,10,5,4,100.3,3,6.7
6536,1014,1,3,0,,0,6.2
6537,1014,2,0,1,76.5,3,7.1
6538,1014,3,3,2,82.6,0,7.2
6539,1014,4,4,2,92.4,2,3.6
6540,1015,1,5,1,77.0,0,9.6
6541,1015,2,1,1,92.8,2,0.0
6542,1015,3,4,1,95.4,4,9.5
6543,1015,4,0,1,87.9,3,7.7
6544,1015,5,0,0,,3,9.6
6545,1015,6,3,2,89.3,1,3.8
6546,1015,7,2,4,109.0,1,3.9
6547,1015,8,1,3,89.1,0,6.5
6548,1016,1,2,1,102.2,1,5.6
6549,1016,2,1,3,100.2,1,6.1
6550,1016,3,2,0,,3,7.9
6551,1016,4,5,1,79.5,3,4.6
6552,1016,5,0,1,87.8,0,6.8
6553,1016,6,2,1,108.6,0,4.7
